Dialogue_ID,Utterance,true_emotion,Predicted_Emotion,Second_Predicted_Emotion,window_size
210,We said seven!,anger,surprise,surprise,0
210,We said six!,anger,surprise,anger,0
210,"The only way that I said six would be if the seven’s, let meet at seven, not at six.",neutral,surprise,surprise,0
210,"Yeah and if I had seven, maybe I would’ve said something like this, ""Wow! My boyfriend’s such a wise ass—seven!""",anger,surprise,neutral,0
210,Hi!,joy,anger,neutral,0
210,Oh my good God.,disgust,anger,anger,0
210,I know what time you said.,joy,anger,anger,0
210,What?!,surprise,surprise,neutral,0
210,"Well actually, I know what time Chester and Marcia said.",neutral,anger,surprise,0
211,"You, get out of my shop!",anger,anger,neutral,0
211,"Well, what did he do?",surprise,anger,anger,0
211,He went out with my wife!,anger,anger,surprise,0
211,Joey!,surprise,surprise,surprise,0
211,"Whoa-whoa-whoa-whoa, I-I—Hey! I did",anger,anger,anger,0
211,That’s my wife!!! Get out!,anger,anger,neutral,0
211,"Well, we should go.",neutral,neutral,anger,0
211,Yeah.,neutral,anger,anger,0
212,"Y’know you, really didn’t have to take me to the airport.",neutral,sadness,sadness,0
212,Oh please.,neutral,anger,fear,0
212,Every moment is precious.,sadness,no valid emotion found,neutral,0
212,Y’know?,neutral,neutral,neutral,0
212,"Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends don’t really seem to care too much that you’re leaving.",sadness,sadness,joy,0
212,"Well, we’re really not that close.  Okay, so I guess this is uh, good-bye then.",neutral,sadness,neutral,0
212,"On no! No! It’s not good-bye, I’m not leaving until you get on that plane.",sadness,sadness,sadness,0
213,"No, I’m afraid I won’t be able to make love as well as him.",anger,joy,neutral,0
213,"Yeah, I was going for the metaphor.",neutral,joy,joy,0
213,"Yes, and I was saying the actual words.",neutral,neutral,joy,0
213,"So big deal, so Joey’s had a lot of girlfriends, it doesn’t mean he’s great in bed.",neutral,anger,neutral,0
213,"We share a wall! So either he’s great in bed, or she just likes to agree with him a lot.",neutral,sadness,fear,0
213,"Sweetie, with you it’s gonna be different. The sex is gonna be great, ‘cause you-you guys are in love.",joy,neutral,neutral,0
213,Yeah?,surprise,anger,neutral,0
213,Yeah!,joy,anger,disgust,0
213,Just go for it Chandler.,neutral,anger,neutral,0
213,"Yeah, you should.",neutral,joy,joy,0
213,"Yeah, you should, really.",neutral,joy,anger,0
213,"All right, all right, I’ll go sleep with my girlfriend. But I’m just doing it for you guys.",neutral,joy,anger,0
214,": I’m sure as hell a dancer, it’s no use Marge will never go for me.",sadness,sadness,sadness,0
214,"Come on Treeger, don’t say that.",sadness,surprise,surprise,0
214,"You just ahh, you just need more practice.",neutral,surprise,neutral,0
214,"Here, come on, let’s ahh, let’s try it again.",neutral,joy,joy,0
214,"Plus, it was, it was probably mostly my fault, anyway.",sadness,sadness,sadness,0
214,"I mean, y’know, I’m not really that comfortable dancing with a— We-he!!",joy,sadness,sadness,0
214,Hey!,joy,neutral,neutral,0
214,: Yeah!,joy,neutral,neutral,0
215,Are you sure? I’ll bet there’s another flight to Minsk in like,neutral,surprise,fear,0
215,"July. Umm,",neutral,joy,neutral,0
215,That’s really beautiful. What does it mean?,joy,no valid emotion found,neutral,0
215,"Please, clean my beakers. I don’t get out of the lab much.",neutral,anger,anger,0
215,"That’s good. I got to admit, I thought it was something else.",joy,surprise,surprise,0
215,"Yeah, I… Well I really actually wanted to say umm, that, but um, I figured I probably shouldn’t because y’know, I…have to leave.",neutral,surprise,neutral,0
215,You’re right! You’re right. Don’t say it.,sadness,no valid emotion found,joy,0
215,I-I do though.,sadness,no valid emotion found,neutral,0
215,I do too.,sadness,surprise,surprise,0
215,Bye Phoebe.,neutral,surprise,neutral,0
215,"Okay, now’s not the time Joey. All right? You can yell at me tomorrow.",sadness,fear,surprise,0
216,"Yeah, I-I heard.  I think it’s great!  Ohh, I’m so happy for you!",joy,surprise,surprise,0
216,I can’t believe you’re getting married!,joy,joy,joy,0
216,Yeah.,neutral,joy,joy,0
216,Monica and Rachel made out.,neutral,surprise,neutral,0
217,Ohhh!,surprise,surprise,neutral,0
217,Why are we in bed together?,surprise,joy,joy,0
217,I don’t know. Do-do you have any clothes on?,neutral,no valid emotion found,surprise,0
217,Yeah.,neutral,neutral,joy,0
217,Really?!,surprise,neutral,neutral,0
217,No!,neutral,surprise,surprise,0
217,"But we-we didn’t have…sex-uh, did we?",fear,surprise,surprise,0
217,"I mean, I don’t remember much about last night, it was such a blur.",neutral,surprise,surprise,0
217,Oh! I remember laughing! I laughed a lot.,joy,surprise,neutral,0
217,And we didn’t have sex.,neutral,surprise,surprise,0
217,"Ohh, I mean, we were really drunk. I’m just glad we didn’t do anything stupid.",neutral,fear,surprise,0
217,Tell me about it.,neutral,fear,surprise,0
218,What are we gonna do?,neutral,neutral,neutral,0
218,I say we go with,neutral,neutral,neutral,0
218,Chandler?,neutral,neutral,fear,0
219,Did she see us yet? Did she see us?,neutral,fear,fear,0
219,"Janice, what umm, what are you doing here?",sadness,surprise,surprise,0
220,What’s that smell?,disgust,disgust,disgust,0
220,I know!,anger,surprise,surprise,0
221,"Hi, remember us?",neutral,sadness,sadness,0
221,"Um, okay. You just called a little while ago about needing a signature on the admissions form. Well, it turns out we need a",neutral,surprise,surprise,0
221,I am. I'm,neutral,neutral,neutral,0
221,"Yeah, and and, I'm just gonna pay for this with a check.",neutral,anger,neutral,0
221,"Yeah, I know...  ..I'm I'm just not that bright either.",sadness,sadness,neutral,0
222,"Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing.",neutral,disgust,surprise,0
222,Y’know what? It,neutral,surprise,sadness,0
222,Sorry.,neutral,joy,joy,0
222,I’m so exited!,joy,joy,joy,0
222,I’ve been waiting for this for months!,joy,joy,joy,0
222,I got my hair coloured!,joy,joy,joy,0
222,I got new sheets!,joy,no valid emotion found,neutral,0
222,I’m making him a,joy,neutral,surprise,0
222,What am I making him by the way?,neutral,surprise,neutral,0
222,"Well, you’re making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.",neutral,anger,surprise,0
222,I thought I was making him filet mignon?,surprise,anger,neutral,0
222,"Yeah, you were, but you decided to make salmon because you had some left over at the restaurant.",neutral,anger,disgust,0
222,"And then you realised if you  bitched about it, then you  would stop cooking, and you  would have to make your famous baked potato and Diet Coke.",anger,anger,anger,0
222,"Wow, I really get crabby when I cook.",surprise,surprise,neutral,0
223,"Chandler! It happens to lots of guys! You-you-you were probably tired, you had a lot of champagne, don’t worry about it!",sadness,joy,surprise,0
223,"I’m not worried, I’m uh, I’m fascinated.",fear,surprise,neutral,0
223,"Y’know it’s like uh, Biology!",neutral,sadness,neutral,0
223,"Which is funny because in high school I uh, I-I failed Biology and tonight Biology failed me.",fear,surprise,neutral,0
223,"Check it out. Okay, I can play this when the guests are coming in. Okay.",neutral,surprise,anger,0
223,Phoebe!,joy,anger,anger,0
223,"If you would’ve let me finish, it goes on to say that he’s probably not gay.",neutral,neutral,neutral,0
224,You are falling fast asleep.,neutral,sadness,fear,0
224,Deeper.,neutral,fear,neutral,0
224,Deeper.,neutral,neutral,neutral,0
224,Deeper.,neutral,neutral,neutral,0
224,You are now completely asleep.,neutral,neutral,disgust,0
224,You don’t need to smoke.,neutral,neutral,neutral,0
224,Cigarettes don’t control you.,neutral,neutral,joy,0
224,"You are a strong, confident woman, who does not need to smoke.",neutral,joy,joy,0
224,"A strong, confident woman.",neutral,neutral,neutral,0
225,"Thank you for your patience, you’re the next caller.",neutral,joy,joy,0
225,Yes!! Yes!! I’m the next caller! You were gonna have me hang up.,joy,joy,surprise,0
225,Hey! Can you take a duck and a chick to the theatre?,neutral,anger,neutral,0
225,Of course not.,sadness,sadness,neutral,0
225,No.,neutral,sadness,neutral,0
225,Okay. I just wanted them to hear it from somebody else.,neutral,joy,neutral,0
226,So how are things going with Paul?,neutral,joy,neutral,0
226,Good.,joy,joy,neutral,0
226,"Although y’know, he-he’s a private guy.",neutral,neutral,neutral,0
226,"Y’know, I wish I could get him to open up a little bit, share some feelings.",sadness,neutral,joy,0
226,That’s easy! You just have to think of him as a-as a jar of pickles that won’t open.,neutral,sadness,neutral,0
226,So what are you saying.  I should run him under hot water and bang his head against a table?,surprise,sadness,sadness,0
226,No that’s what you do when you want to get the truth out of someone.,neutral,anger,neutral,0
226,Hi honey.,neutral,anger,anger,0
226,Hi!,joy,anger,anger,0
227,"Okay, Ben, I won’t tell your daddy that you had ice cream for dinner, if you don’t tell about our little bonking incident.",fear,disgust,disgust,0
227,"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",surprise,anger,surprise,0
227,You said number two.,neutral,surprise,neutral,0
227,I also said number one.,neutral,surprise,neutral,0
228,Remind me to review with you which pot is decaf and which is regular.,neutral,anger,neutral,0
228,Can’t I just look at the handles on them?,neutral,anger,anger,0
228,You would think.,neutral,sadness,sadness,0
228,"Okay, fine.",neutral,anger,anger,0
228,"Gunther, y'know what, I am a terrible waitress, do you know why I’m a terrible waitress?",anger,anger,neutral,0
228,"Because, I don’t care.",neutral,anger,anger,0
228,I don’t care.,neutral,anger,sadness,0
228,"I don’t care which pot is regular and which pot is decaf, I don’t care where the tray spot is, I just don’t care, this is not what I want to do.",anger,surprise,sadness,0
228,So I don’t think I should do it anymore.,sadness,surprise,surprise,0
228,I’m gonna give you my weeks notice.,sadness,anger,sadness,0
228,What?!,surprise,anger,surprise,0
228,"Gunther, I quit.",sadness,neutral,neutral,0
228,Does this mean we’re gonna have to start paying for coffee?,surprise,anger,anger,0
229,"Ohh, I mean it’s just so realistic!",joy,surprise,surprise,0
229,"I know.  Yeah, his name is Pat.",neutral,joy,joy,0
229,Pat the dog. Oh! Oh! I get it!!,joy,surprise,surprise,0
229,"Do you uh, do you—ready for a refill?",neutral,joy,neutral,0
229,"Oh, I probably shouldn’t—so I will!  Oh! Wow! It’s like it’s raining!",surprise,surprise,surprise,0
229,"Pretty cool, huh?",joy,surprise,neutral,0
229,"But if you’re thinking you can put a fish in there and it wouldn’t get sucked up into the mechanism, well you’d be wrong.",neutral,joy,surprise,0
229,"Umm, can I use your bathroom?",neutral,surprise,joy,0
229,"It’s uh, right through there.",neutral,surprise,disgust,0
229,"Okay.  God y’know, if someone told me a week ago that I would be peeing in Joey Tribbiani’s apartment",joy,no valid emotion found,neutral,0
229,"Yeah, life’s pretty great isn’t it?",joy,surprise,neutral,0
230,"You know, I think I was sixteen.",neutral,disgust,disgust,0
230,"Please, just a little bit off the back.",neutral,neutral,neutral,0
230,"I'm still on ""no.""",neutral,anger,neutral,0
230,"Uh, morning. Do you guys think you could close your eyes for just a sec?",neutral,anger,neutral,0
230,"No-no-no-no-no,  I'm not fallin' for that again.",anger,anger,neutral,0
230,What's goin' on?,neutral,anger,anger,0
230,"Well, I sorta did a stupid thing last night.",neutral,surprise,neutral,0
230,What stupid thing did you do?,neutral,sadness,sadness,0
230,Ewww!,disgust,disgust,disgust,0
231,I know.,neutral,joy,joy,0
231,"See, yes.",neutral,neutral,joy,0
231,"That’s Yasmine Bleeth, she’s a completely different kind of chick.",neutral,neutral,neutral,0
231,I love you both.,neutral,neutral,neutral,0
231,But in very different ways.,neutral,joy,joy,0
231,Hey!,surprise,joy,neutral,0
231,Hey!,surprise,joy,joy,0
231,"I did! But the store wouldn’t take her back! So then I took her to the shelter, and you know what I found out?",anger,surprise,joy,0
231,"If they can’t find a home for her, they kill her! And I’m not gonna let that happen to little Yasmine!",anger,anger,surprise,0
231,"Okay, good, good, good, ‘cause, good, ‘cause I was kinda having second thoughts too.",fear,anger,anger,0
231,Okay. And it’s not just chicks y'know? It’s all kinds of other animals!,disgust,joy,neutral,0
231,"That’s horrible! Well, you did the right thing man.",disgust,joy,joy,0
231,"Thanks, I’m glad you see it that way.",joy,surprise,disgust,0
231,"Ohhh-hoo, funny story!",joy,joy,joy,0
232,"So Chandler, have you heard about Monica's secret boyfriend?",neutral,anger,anger,0
232,"Uhh, yeah. She uh, she uh, she uh might've mentioned him.",neutral,surprise,surprise,0
232,"So Mon, when are we gonna meet this new secret waiter man?",neutral,surprise,surprise,0
232,"Ohh, he's really shy. I-I don’t think he's up to meeting everyone yet.",neutral,joy,joy,0
232,"Yeah, I don't think he's up to meeting everyone yet.",neutral,joy,neutral,0
232,I don’t care! I wanna meet this guy who's the best sex she ever had!,joy,surprise,surprise,0
232,Really?! That's what you heard?  You said that?,surprise,surprise,surprise,0
232,I might've said that.  Why is that funny?,neutral,surprise,surprise,0
232,Because I'm very happy for him!  And,joy,sadness,fear,0
232,Hi!,sadness,neutral,sadness,0
233,Did you get all this stuff for Joey to try and drive me out of the apartment?,anger,joy,joy,0
233,"Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",disgust,joy,joy,0
233,Fish!,surprise,joy,joy,0
233,"It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal.",neutral,surprise,neutral,0
233,"Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here",sadness,neutral,joy,0
233,"Oh, it's so much more fun with you.",joy,anger,anger,0
233,"We did have fun, didn't we?",joy,anger,fear,0
233,We did!,joy,disgust,joy,0
233,"Oh, anyway, they say, if we want, we can see it tonight.",neutral,sadness,neutral,0
233,"Oh, I would love to!",joy,sadness,sadness,0
233,"Yay, okay!",joy,joy,joy,0
233,"Good, good, good, good, good.",joy,joy,joy,0
233,"Great, all right, okay, and Monica ask me to make the drumming stop.",neutral,joy,disgust,0
233,Um...  Done!,neutral,joy,neutral,0
234,"Okay, it’s coffee.",neutral,anger,anger,0
234,Ice coffee? Tell me it’s ice coffee!,surprise,anger,anger,0
234,It’s-it’s hot,neutral,anger,anger,0
234,Hot coffee!!!,surprise,surprise,neutral,0
234,You idiot!!,anger,neutral,joy,0
234,"You were gonna spill hot coffee all over me, huh?!!",anger,joy,joy,0
234,"What are you just some big, dumb, stupid, doofy idiot, with a doofy idiot hairdo, huh?!",anger,joy,joy,0
234,Huh?,anger,joy,neutral,0
234,What’s your favourite thing about summertime?,neutral,joy,joy,0
234,"Umm, going to the beach. When it stays light real late.",neutral,joy,neutral,0
234,Yeah,neutral,joy,joy,0
234,Hey!,surprise,anger,neutral,0
234,"Tommyyyy! Say, what’s your favourite thing about summer?",joy,surprise,surprise,0
234,"Ooh, I don’t know. Probably the smell of freshly cut grass.",neutral,anger,neutral,0
234,"Ohh, that’s a good one.",joy,anger,surprise,0
235,"OK, try this salmon mousse.",neutral,neutral,neutral,0
236,Mmmm. Good.,joy,joy,joy,0
237,Is it better than the other salmon mousse?,neutral,neutral,neutral,0
237,It's creamier.,neutral,neutral,neutral,0
237,"Yeah, well, is that",neutral,surprise,neutral,0
237,"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?",disgust,surprise,disgust,0
237,My God! What happened to you?,surprise,disgust,surprise,0
237,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?",disgust,sadness,sadness,0
237,"""You are ideally suited for a career in data processing for a large multinational corporation.""",anger,surprise,neutral,0
237,That's so great! 'Cause you already know how to do that!,joy,joy,joy,0
237,"Can you believe it? I mean, don't I seem like somebody who should be doing something really",anger,surprise,surprise,0
237,"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!",sadness,joy,surprise,0
237,"Here you go, maybe this'll cheer you up.",joy,joy,joy,0
237,"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.",neutral,joy,joy,0
238,I thought it was gonna be a closed casket.,neutral,neutral,neutral,0
238,"Well, that doesn't mean she can't look nice!",sadness,neutral,joy,0
238,"Sweetie, you think you can get in there?",neutral,sadness,surprise,0
238,I don't see why not.,neutral,neutral,anger,0
238,Here's my retainer!,neutral,neutral,neutral,0
239,Someone in there?,neutral,neutral,neutral,0
239,No. This is just part of a dare devil game that I play called ‘wait until the last moment before I burst and die.’,anger,neutral,neutral,0
239,"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",surprise,surprise,neutral,0
239,"Someone was in the lady's room, I couldn’t wait. I left the lid up for ya though.",neutral,joy,neutral,0
239,"Y'know what Gunther, go ah, go ahead, I’m-I’m talking to ah, .  This is the part where you say your name.",neutral,neutral,joy,0
239,Ginger.,neutral,neutral,neutral,0
239,"Ginger. I’m talking to Ginger, so....",neutral,surprise,neutral,0
239,Don’t you have to use the bathroom?,neutral,surprise,neutral,0
239,"Nope, nope, I’d just ah, I’d rather talk to you.",neutral,surprise,fear,0
239,"Yes, I do.",neutral,joy,surprise,0
239,"Yes, I do have to go to the bathroom.",neutral,surprise,neutral,0
239,Someone in here.,neutral,disgust,neutral,0
240,"I’m going to keep dating him Mother, and there’s nothing you can do about it!",anger,neutral,surprise,0
240,Oh yes there is!,anger,surprise,surprise,0
240,What are you going to do? Kill him? Like you did with Charles?!,anger,anger,anger,0
240,"Oh, my baby!",sadness,anger,surprise,0
240,That was a great scene! And-and-and that slap looks so real! How do you do that?,surprise,anger,anger,0
240,"Oh, just years of experience.",neutral,joy,surprise,0
240,Can I get some ice here?!,sadness,surprise,joy,0
240,"Oh anyway, I just wanted to say how wonderful I think you are.",joy,joy,neutral,0
240,You’re not the fan who’s dying are you?,neutral,no valid emotion found,anger,0
240,"No. No, I’m Joey Tribbiani; we did a scene together yesterday. I-I’m the guy in the coma!",joy,no valid emotion found,joy,0
240,Oh that was a real person?!,surprise,surprise,surprise,0
240,"An-an-anyway I-I just wanted to say that since I’m getting your brain when you leave the show, I was wondering if there was any tips you can give me",neutral,surprise,surprise,0
240,I-I-I’m leaving the show?,surprise,surprise,surprise,0
240,I don’t know. Why? Did you hear something?,neutral,surprise,fear,0
240,Who told you that?,surprise,surprise,surprise,0
240,"Oh uh, one of the writers.",sadness,surprise,surprise,0
240,Which one? Was it bald or was it tall?,surprise,surprise,surprise,0
241,Feel better?,neutral,neutral,surprise,0
241,Yeah!,joy,neutral,neutral,0
241,Much!,joy,surprise,surprise,0
241,"Listen uh, not that I’m y’know insecure about my manhood or anything y’know, but I think I need to hook up with a woman like right now.",neutral,surprise,surprise,0
241,"Yeah, I understand.",neutral,joy,neutral,0
241,Yeah! Okay!  Hey! Hi!,joy,surprise,surprise,0
241,Hi!,joy,neutral,neutral,0
241,"Y’know, you look familiar. Do I know you from somewhere?",surprise,neutral,joy,0
241,I don’t think so.,neutral,neutral,neutral,0
241,Oh! Maybe it’s because I’m on television. I’m an actor on,joy,joy,joy,0
241,Wow!,surprise,joy,surprise,0
241,Yeah.,neutral,neutral,neutral,0
241,Really?!,surprise,neutral,neutral,0
241,$4.50 please.,neutral,joy,surprise,0
241,"Oh, let me get this.    These are for you.",neutral,joy,neutral,0
242,"Alright, alright, alright.",neutral,anger,anger,0
242,It's been fourteen and a half minutes and you still have not said one word.,anger,anger,fear,0
242,"Oh God, do something.",anger,surprise,joy,0
242,"Just make contact, smile!",anger,surprise,fear,0
242,There you go!,joy,fear,fear,0
242,You're definitely scaring here.,neutral,fear,neutral,0
242,Would you like to call somebody?,neutral,neutral,neutral,0
242,"Yeah, about 300 guys I went to high school with.",neutral,anger,anger,0
243,"Okay! Feel free to look, but I’m telling you those contracts are not on this desk.",anger,joy,neutral,0
243,Oh,neutral,neutral,surprise,0
243,It’s my sister.,neutral,neutral,neutral,0
243,"Okay, very cute braces. Anyway y’know what, the",neutral,anger,neutral,0
243,So when do you imagine you gave them to me? In the morning or in the afternoon?,anger,surprise,neutral,0
243,"In the afternoon. Mr. Zelner came into my office after lunch. He put them on my desk, and then I put a",neutral,neutral,neutral,0
244,"Phoebe, she doesn’t know that you sneak out every night, she doesn’t know that you sneak back every morning, and she doesn’t know that you’ve been living with your Grandmother’s for a week now.",neutral,sadness,surprise,0
244,"Okay, well maybe not on those levels.",neutral,anger,surprise,0
244,Hey.,neutral,disgust,disgust,0
244,Hey.,neutral,anger,disgust,0
244,"I’m never gonna find a roommate, ever.",sadness,anger,neutral,0
244,"Why, nobody good?",neutral,neutral,neutral,0
244,"Well let’s see, there was the guy with the ferrets, that’s plural.",disgust,neutral,neutral,0
244,The spitter.,disgust,disgust,disgust,0
244,"Oh-ho, and yes, the guy that enjoyed my name so much he felt the need to make a little noise every time he said it.",anger,surprise,surprise,0
244,"Nice to meet you, Chandler Bing",neutral,anger,anger,0
244,So how many more do you have tomorrow?,neutral,anger,anger,0
244,Two.,neutral,surprise,neutral,0
244,"This photographer, who seemed really dull.",neutral,neutral,neutral,0
244,"And this actor guy, who I’m not sure about, because when he called and I answered the phone ‘Chandler Bing,’ he said ‘Whoa-whoa, short message.’",neutral,joy,neutral,0
244,"Ross , foot on the floor or come over no more!",neutral,surprise,joy,0
244,"Sure, your dresser is missing but this she notices.",anger,joy,neutral,0
244,What?,neutral,joy,joy,0
244,"I have to go. Yeah, Carol should be home by now, soo...",neutral,anger,surprise,0
244,"Umm, how’s it going with you guys?",neutral,neutral,neutral,0
244,"Oh, better, actually. Y'know I-I-I think I finally figured out why we were having so much trouble lately.",neutral,neutral,neutral,0
244,"Oh, really?",surprise,sadness,neutral,0
244,"Yeah, y'know how I have you guys, well she doesn’t really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think it’s gonna make a difference",joy,sadness,sadness,0
245,Hey!,neutral,neutral,joy,0
245,Hi!,neutral,anger,fear,0
245,What-what are-what are these?,surprise,joy,neutral,0
245,"Oh, just some pictures I made and hung up. I thought they’d brighten up the place. They do don’t you think?",joy,joy,neutral,0
245,"No-no-no, no!",fear,surprise,surprise,0
246,"Well, how-how come?",neutral,surprise,surprise,0
246,That’s just the way it is.,neutral,sadness,neutral,0
246,That’s crazy.,surprise,sadness,surprise,0
246,"Maybe it’s crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now.",neutral,joy,neutral,0
246,"See that scientist in the classes, he and I used to play together all the time in grade school, but now… Peter!",neutral,joy,neutral,0
246,"Hey, Peter!",neutral,anger,neutral,0
246,It’s me Rhonda!,neutral,anger,joy,0
246,From PS-129!,neutral,anger,anger,0
246,I shared my puddin’ which you man!,anger,anger,sadness,0
246,I gave you my,neutral,anger,anger,0
246,I-I think everybody’s pretending they don’t hear you.,neutral,neutral,neutral,0
246,"Anyway, look, I don’t know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I’m telling you, he",neutral,neutral,neutral,0
246,"That’s okay, I’m cool over here. I’ll catch up with you later, Joey.",neutral,surprise,surprise,0
246,"Op, this is saved.  Gift shop.",neutral,surprise,sadness,0
247,"How’s that coffee comin,’ dear?",neutral,neutral,disgust,0
247,"Yeah, right away Mr. Kaplan.",neutral,surprise,neutral,0
247,"I’m not supposed to drink coffee, it makes me gassy.",neutral,surprise,surprise,0
247,I know!,joy,neutral,neutral,0
247,"I’ll bet your thinking, ‘What’s an intelligent girl who wants to be in fashion, doing making coffee?’ Eh?",surprise,neutral,neutral,0
248,Op.,neutral,neutral,neutral,0
249,Eh.,joy,joy,joy,0
249,"Oh, you got me.",neutral,joy,joy,0
249,"Well, don’t think I haven’t noticed your potential.",neutral,surprise,neutral,0
249,"Well, I’ve got a project for you that’s a lot more related to fashion.",neutral,surprise,joy,0
249,How does that sound?,neutral,joy,neutral,0
249,"Oh, that sounds great.",joy,neutral,surprise,0
249,"Come on over here, sweetheart.",neutral,joy,neutral,0
249,"Oh thank you so much Mr. Kaplan, thank you so much.",joy,joy,joy,0
250,"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you’d want to get back together?",fear,no valid emotion found,neutral,0
250,No. But thanks.,neutral,surprise,surprise,0
250,Aw come on Phoebe would you just think about it?,sadness,anger,neutral,0
250,Okay. No. But thanks.,neutral,anger,anger,0
250,"Okay, ah, see ya Pheebs.",neutral,anger,sadness,0
250,"Wow, that was kinda brutal.",surprise,sadness,neutral,0
250,"Well okay, let this be a lesson to all of you, all right.",neutral,sadness,neutral,0
250,"Once you, once you betray me, I become like the ice woman, y’know.",neutral,anger,anger,0
250,"Very cold, hard, unyielding, y'know nothing,",neutral,sadness,neutral,0
251,Wow.,surprise,surprise,surprise,0
251,"I'm, I'm really sorry.",neutral,no valid emotion found,sadness,0
251,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",neutral,no valid emotion found,joy,0
251,Relieved?,surprise,no valid emotion found,joy,0
251,"Yeah, well, I had a great time with you.. I just can't stand your friends.",neutral,anger,disgust,0
252,"Oh my God! If you say that one more time,",anger,anger,anger,0
252,Fine!,anger,anger,neutral,0
252,Fine!,anger,sadness,neutral,0
252,"But this break-up was not all my fault, and she, she says here,  “If you accept full responsibility...”  Full responsibility!",anger,surprise,surprise,0
252,“...I can begin to trust you again.,anger,anger,sadness,0
252,Does that seem like something you can do.,anger,anger,neutral,0
252,Does it?!,anger,sadness,fear,0
252,No?,surprise,sadness,neutral,0
252,"Look, Ross, you have what you want, you’re back with Rachel.",neutral,sadness,neutral,0
252,If you bring this up now you’re gonna wreck the best thing that even happened to you.,neutral,sadness,neutral,0
252,"Yeah, I know.",sadness,sadness,sadness,0
252,"I mean, no, you’re right.",sadness,sadness,sadness,0
252,Yeah I guess I’ll let it go.,neutral,sadness,anger,0
252,But you-you understand how-how hard it is to forget about this.,sadness,anger,disgust,0
252,"Sure, it’s hard to forget!",neutral,anger,anger,0
252,But that doesn’t mean you have to talk about it!,neutral,fear,neutral,0
252,"A lot of things happened on that trip that we should never,  ever talk about.",neutral,anger,anger,0
252,What the hell happened on that beach?!,surprise,anger,anger,0
252,"It’s between us and the sea, Ross!",neutral,anger,anger,0
253,I didn’t think you were gay. I do now.,joy,joy,joy,0
253,"See my friend-my friend, Rachel, she wants to be set up.",neutral,anger,surprise,0
253,"Ahh, I just got out of a big relationship, I’m not looking for any thing serious.",sadness,surprise,neutral,0
253,"Oh, y’know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",neutral,surprise,sadness,0
253,"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",surprise,neutral,neutral,0
253,"Oh, by the way, that is her full name.",neutral,surprise,joy,0
253,Oh wow! I’m free for her!,joy,surprise,neutral,0
253,"Oh, wait a second! I didn’t say I wasn’t free!",surprise,anger,surprise,0
253,"Hey, Chandler, why don’t we talk this over at the Ranger game tomorrow?",neutral,neutral,neutral,0
253,"Hold on, y’know I",neutral,sadness,sadness,0
253,"Oh well, that’s uh, a little later than I uh, generally care to stay, but sure!",joy,neutral,neutral,0
253,"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",neutral,surprise,surprise,0
253,"Well, I don’t really know what that is, but",neutral,joy,neutral,0
254,"Monica, let's go. Come on now people, woman in labor.",neutral,anger,anger,0
254,"Hey Ross, look what I've got going here.",neutral,anger,anger,0
254,"Yeah, save it for the cab, okay.",disgust,fear,joy,0
254,What are you doing? We're going to a hospital.,surprise,joy,joy,0
254,"What, so I can't lokk nice? There might be doctors there.",neutral,surprise,fear,0
254,"Joey, get out of the fridge.",anger,anger,neutral,0
254,"All right, all right.",anger,anger,anger,0
254,What is that?,surprise,anger,surprise,0
254,For the ride.,neutral,anger,anger,0
254,"Yeah, like in a cab...",neutral,anger,anger,0
254,Save it.,neutral,anger,anger,0
254,"Okay, hating this.",disgust,surprise,neutral,0
254,"Monica, come on now. Let's go, baby coming.",neutral,neutral,neutral,0
254,"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.",joy,anger,neutral,0
254,"That's nice. Get out Let's go, come on.",disgust,anger,anger,0
254,"All right, I'm going. I'm going.",anger,anger,disgust,0
254,"Here we go, here we go.",neutral,joy,fear,0
254,"Rossy, Rossy.",neutral,joy,joy,0
255,WHAT IS IT?!,anger,surprise,surprise,0
255,"Okay, I-I d'know, you-you just- you have a quality.",joy,surprise,joy,0
