episode,true_emotion,utterance,Predicted_Emotion,Second_Predicted_Emotion,window_size
7,neutral,"Well, what-what 'cha got there?",joyful,sad,1
7,joyful,"Oh this, well I'm glad you asked. Now, don't you hate it when you have to cut a tin can with an ordinary steak knife? Ahh! Now, I know what you're thinking...",neutral,neutral,1
7,powerful,Pregnant Woman Slays Four?,joyful,mad,1
7,scared,"Phoebe, they didn't make you pay for those knives, did they?",mad,scared,1
7,powerful,No!,mad,scared,1
7,neutral,Are you sure?,powerful,mad,1
7,scared,No!,mad,mad,1
7,joyful,"Honey, you're not gonna make enough money to help Frank and Alice just by selling knives.",mad,neutral,1
7,powerful,"No-no, I know that, but I just have to make enough money for the second part of my plan.",mad,neutral,1
7,scared,What's the second part of your plan?,mad,scared,1
7,joyful,My Saturn dealership.,sad,neutral,1
7,neutral,Hello?,mad,neutral,1
7,neutral,Ross.,joyful,neutral,1
7,powerful,"Emily, hi! Uh, how-how was you flight?",mad,neutral,1
7,peaceful,It was dreadful. I felt terrible about how I acted when you said those wonderful things.,peaceful,scared,1
7,scared,"No, no, that-that, that's all right. Umm, I'm just glad you called.",neutral,neutral,1
7,scared,"Ross umm, there's something that I've got to tell you, there's-there's someone else.",neutral,mad,1
7,scared,Does that mean the same thing in England as it does in America?,neutral,neutral,1
7,joyful,"She doesn't know which one of us she wants, me or this Colin guy.",neutral,mad,1
7,joyful,"This isn't how it's supposed to go, there can't be another guy.",neutral,neutral,1
7,peaceful,Well...,sad,neutral,1
7,powerful,Of course there's another guy!! This is even more perfect! Now you have to prove your love!,sad,joyful,1
7,powerful,"I'm not proving anything. Okay, I'm done listening to you. If I hadn't let you talk me into going to the airport in the first place, I never would've put my fist through the wall!",sad,neutral,1
7,joyful,You put your fist through the wall?,sad,neutral,1
7,sad,"No, I missed and hit the door. But, it opened really hard!",mad,neutral,1
7,joyful,You have to go to London!,mad,sad,1
7,scared,What?,sad,neutral,1
7,mad,"Yeah, you have to go fight for her!",sad,neutral,1
7,neutral,"Oh yeah, sure, that makes sense. Yeah. 'Cause you already told her you love her and she didn't say it back, then she called you and told you that there's another guy, so yeah, go to London that'll scare her!",neutral,neutral,1
7,sad,"When Rachel was with Paulo, what did you do?",neutral,neutral,1
7,joyful,I made fun of his accent.,neutral,joyful,1
7,sad,"You sat back and let him have her, you didn't fight at all. Am I right? Do you want the same thing to happen with Emily?",mad,sad,1
7,neutral,No.,joyful,neutral,1
7,peaceful,"All right then, go fight for her! Go to London! I mean, that could be you and Emily! That, but-but nicer. Just, go to London!",mad,neutral,1
7,scared,Really?,sad,joyful,1
7,mad,Come on! Surprise her! Show up at her doorstep! Don't let her go without a fight!,neutral,neutral,1
7,peaceful,"All right. All right, I'm gonna do it!",mad,joyful,1
7,neutral,All right.,joyful,neutral,1
7,scared,"I'm gonna, I'm gonna go to London and I'm going to fight for her.",joyful,joyful,1
7,neutral,"Okay, good luck!",mad,neutral,1
7,neutral,"Ross! Ross! If you're going to the airport, could you pick me up another one of those Toblerone bars?",sad,sad,1
7,joyful,Hey!,joyful,mad,1
7,joyful,Ooh-Ooh! I did it! I did it! I figured out a way to make money! I'm gonna open up my own massage place and Frank's gonna help me! And! We can work it around his schedule so he doesn't have to quit school!,joyful,joyful,1
7,neutral,"That's sounds great, but how are you going to afford it?",neutral,neutral,1
7,joyful,"Well, we were walking down the street and we saw that van that you guys used for catering and we realised...",mad,joyful,1
7,joyful,I'm telling it! I'm telling it!,mad,joyful,1
7,peaceful,Okay.,neutral,joyful,1
7,joyful,"Okay. You know how people need transportation, but they also need massages to help them relax so I just figured we could combine the two, okay, I give the massages and Frank drives! I can fix up the van, bolt the table in the back, and you know what I've got?",joyful,neutral,1
7,peaceful,A place where no one will ever get out alive?,mad,joyful,1
7,powerful,"No! Think about it, it's a taxi that people take when they need to relax, it's...",scared,joyful,1
7,joyful,Relaxi-Taxi!,joyful,joyful,1
7,neutral,The name was my favourite part!,joyful,neutral,1
7,joyful,"Well, well I can up with it!",mad,neutral,1
7,scared,YOU DID NOT!!!! Oh! No! You came up with Relaxi Cab! That's not good.,mad,neutral,1
7,neutral,"Well, I...",sad,joyful,1
7,neutral,Hello.,neutral,neutral,1
7,neutral,Hey.,neutral,neutral,1
7,joyful,"Oh my God! Ross, are you in England? Was Emily surprised?",sad,scared,1
7,mad,"No, because she hasn't come home yet. And she hasn't been home all night! She's obviously staying with that other guy, and I'm the stupid moron who spent the whole night outside her apartment!",mad,joyful,1
7,peaceful,"All right. When is, when is the next flight out?",mad,scared,1
7,neutral,About four hours.,neutral,neutral,1
7,neutral,"Okay, just stay there a couple more hours and if she doesn't show up by then, then just come on home.",neutral,mad,1
7,neutral,"Hey, tell him about Relaxi-Taxi, and-and ask him if he thinks that's better than Relaxi Cab.",neutral,scared,1
7,joyful,"Okay, it's not Relaxi Cab. It's Relaxicab, like taxicab.",neutral,joyful,1
7,joyful,"Oh, that is better.",neutral,neutral,1
7,neutral,Are we in London?,neutral,joyful,1
7,mad,What are you doing here? You can't be here!,neutral,joyful,1
7,scared,"I've uh, I've come to talk to Ross.",neutral,joyful,1
7,scared,What?,joyful,neutral,1
7,scared,"Nothing. No, nothing.",joyful,joyful,1
7,scared,"I was going to call him, but...",neutral,joyful,1
7,joyful,"Oh, you came to tell him you love him! I knew it! I was right! I'm right, right?",mad,joyful,1
7,scared,I'd really rather talk to him.,sad,neutral,1
7,sad,Oh.,sad,sad,1
7,scared,"I uh, I've been to his apartment and he wasn't there, and uh. I need to talk to him, so do you have any idea where he is?",sad,neutral,1
7,scared,"Ross, are you there? Ross, I don't know if you can hear this but... I'm gonna talk anyway, uh, I'm in the States with you sister and your friends and it's all over with Colin. I came here to tell you that, and to tell you-Yes, Joey you can have all the chocolate you want, just take it! Uh, I came here to tell you that I love you.",sad,neutral,1
7,joyful,"I love you too! I'm, I'm gonna call you right now from the phone booth! You can't hear me.",mad,joyful,1
7,sad,"I wish I could know if you'd heard any of that. I suppose I've either just told you I love you or given my neighbours a good laugh. Mrs. Newman if you're listening, bugger off this in none of your business. I suppose there's not much chance you did heard that, and there's the call waiting so, I should go. Oh well. Hello.",sad,neutral,1
7,joyful,Hi.,sad,sad,1
7,joyful,"Ross, I love you!",sad,neutral,1
7,joyful,Ohh! Thank you.,sad,mad,1
7,neutral,Hey.,joyful,neutral,1
7,neutral,Hey.,joyful,neutral,1
7,powerful,"I was just at the bank, and there was this really hot teller, and she didn't ask me to go do it with her in the vault.",neutral,joyful,1
7,mad,"Same kind of thing happened to me! Woman pizza delivery guy come over, gives me the pizza, takes the money, and leaves!",joyful,powerful,1
7,peaceful,"What, no, ""Nice apartment, I bet the bedrooms are huge?""",neutral,sad,1
7,scared,Noo! Nothing!,neutral,neutral,1
7,peaceful,"Y'know what, we have to turn off the porn.",neutral,joyful,1
7,powerful,I think you're right.,no valid emotion found in the response.,joyful,1
7,peaceful,"All right, ready?",mad,sad,1
7,joyful,One.,mad,joyful,1
7,joyful,Two.,mad,joyful,1
7,neutral,Three.,neutral,neutral,1
7,joyful,That's kinda nice.,neutral,neutral,1
7,joyful,"Yeah, that's kinda a relief.",neutral,neutral,1
7,neutral,Yeah.,neutral,scared,1
7,joyful,You wanna see if we still have it?,joyful,neutral,1
7,neutral,Yeah.,neutral,neutral,1
7,joyful,FREE PORN!!!,no valid emotion found in the response.,neutral,1
7,joyful,Yeah!!,neutral,joyful,1
7,joyful,We have free porn here!!!,neutral,neutral,1
8,joyful,Oh my God! Ohh! Look at this one! It's so beautiful!,mad,neutral,1
8,sad,"Yeah, but y'know, about have of these are gonna end up getting divorced.",mad,neutral,1
8,joyful,May I help you ladies?,mad,neutral,1
8,scared,"Oh, yes, umm, I'm here to pick up a dress that you have on hold.",mad,neutral,1
8,neutral,"Yes, what's the name, please?",mad,joyful,1
8,neutral,Emily Waltham.,neutral,joyful,1
8,joyful,Yes! I have it right here. Would you like to try it on Ms. Waltham?,mad,mad,1
8,powerful,Okay.,sad,mad,1
8,peaceful,You're the most beautiful bride I've ever seen.,mad,neutral,1
8,powerful,"I am, aren't I?",mad,neutral,1
8,neutral,Ms. Waltham?,mad,neutral,1
8,neutral,Yes?,mad,neutral,1
8,peaceful,We're closing.,mad,mad,1
8,joyful,All right.,mad,neutral,1
8,neutral,And could I get my ring back?,mad,neutral,1
8,powerful,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,neutral,neutral,1
8,joyful,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming. Uh, just a second!",neutral,neutral,1
8,joyful,"No-no, let me in!",joyful,neutral,1
8,scared,Phoebe?,joyful,neutral,1
8,neutral,Yeah!,joyful,neutral,1
8,scared,Can you just hold on for one minute?,joyful,joyful,1
8,mad,"No, you have to let me in right now!!",mad,joyful,1
8,scared,Are you alone?,joyful,joyful,1
8,peaceful,Yes!,joyful,joyful,1
8,peaceful,All right.,joyful,joyful,1
8,neutral,"Hey, Rachel.",neutral,neutral,1
8,neutral,Hi!,neutral,neutral,1
8,peaceful,What's up? You're voice sounded all squeaky on the phone.,mad,mad,1
8,peaceful,"Ohh, nothing, I just wanted to see you. See you and hug you. See you.",neutral,mad,1
8,powerful,Great!,neutral,sad,1
8,peaceful,Yeah! Sit!,neutral,sad,1
8,powerful,You okay?,neutral,sad,1
8,powerful,"I'm more than okay, I am really, really happy! Wanna know why?",neutral,joyful,1
8,peaceful,Do I?,joyful,neutral,1
8,scared,"'Cause I am really happy about us. I think we are, I think we are so on the right track! Y'know? I mean, I think we are working, I think we are clicking. Y'know?",neutral,neutral,1
8,peaceful,"Yeah, sure-sure, yeah, we're-we're-we're-we're-we're clicking.",neutral,neutral,1
8,mad,"Yeah-yeah, y'know if-if there was just like one little area where I-that I think we need-we would need to work on; I-I would think it was we're just not crazy enough!",joyful,joyful,1
8,scared,"I-I gotta say, I-I-I-I'm not too sure I agree with that.",joyful,neutral,1
8,joyful,"Well, yeah, right, y'know what? Yeah, you're right, I mean, we no, we have our fun. Yeah! But if ......I mean, I mean like craaaazy! Y'know? Okay, all right. This is gonna, this is gonna sound y'know, a little umm, hasty, but uh, just go with it. Umm. Ugh. What if we got married?",mad,neutral,1
8,powerful,What?!,joyful,joyful,1
8,joyful,"Oh, I know, I know, it's-it's so, it's so totally like, ""Whoa! Can we do this?"" Y'know, I mean, but I mean it just feels right! Don't you think? It does! I mean, it just feels right, don't you think?",joyful,joyful,1
8,powerful,"Wow! Uhh, Rachel uhh, you're a real special lady, but my divorce isn't final yet and, and, and we've been on four days, so I'm thinking ""No, but thanks.""",mad,sad,1
8,mad,YOU IDIOT!!!!!,mad,neutral,1
8,peaceful,"Your name, please?",sad,neutral,1
8,joyful,Joey Tribbiani.,sad,mad,1
8,powerful,"Um-hmm, and did you stay up all night in preparation for your sleep study. Uh, sir?",sad,mad,1
8,neutral,Yes he did.,neutral,mad,1
8,powerful,"Alll right, we'll call you in a few minutes.",sad,neutral,1
8,powerful,"Hey, check out that girl! She is really hot!",mad,neutral,1
8,peaceful,"Yeah, she is. Wow! How you doin'?",joyful,neutral,1
8,neutral,What?!,mad,neutral,1
8,peaceful,You're coming on to the entire room! I'm Chandler.,mad,joyful,1
8,peaceful,I'm Marjorie.,mad,neutral,1
8,peaceful,Hi.,mad,powerful,1
8,peaceful,Hi.,mad,mad,1
8,peaceful,You mind if I...,mad,sad,1
8,peaceful,"No, please.",mad,neutral,1
8,peaceful,"So uh, what are you in for?",mad,scared,1
8,joyful,I talk in my sleep.,mad,neutral,1
8,peaceful,"What a coincidence, I listen in my sleep.",scared,neutral,1
8,sad,So why don't you give me your number?,scared,neutral,1
8,neutral,"Okay, ready?",neutral,neutral,1
8,neutral,Yeah.,sad,joyful,1
8,neutral,Okay.,sad,joyful,1
8,joyful,I got it! Mine!,neutral,sad,1
8,joyful,Congratulations!,sad,neutral,1
8,joyful,Thank you!,joyful,neutral,1
8,neutral,Okay! My turn! My turn!,sad,neutral,1
8,neutral,"Okay! Okay, ready?",mad,neutral,1
8,neutral,Yeah.,mad,joyful,1
8,neutral,Okay.,joyful,neutral,1
8,sad,That was a terrible throw!!,joyful,joyful,1
8,neutral,I'm not gonna right to you! That's not real!,joyful,joyful,1
8,sad,"Look at me! My big concern is what's real?! Oh my God. We're really sad, aren't we?",sad,neutral,1
8,sad,"Yeah, I think we are.",sad,neutral,1
8,neutral,This isn't even my dress.,sad,neutral,1
8,peaceful,"Well, at least you didn't rent yours from a store called, ""It's Not Too Late.""",neutral,neutral,1
8,neutral,I'm changing out of this.,neutral,mad,1
8,neutral,Me too.,joyful,neutral,1
8,neutral,In like a half-hour?,joyful,joyful,1
8,neutral,Me too.,joyful,joyful,1
8,neutral,"Okay, throw it straight this time.",joyful,neutral,1
8,neutral,Okay.,joyful,joyful,1
8,joyful,I'm getting married next!!,neutral,neutral,1
8,joyful,Yay!,mad,mad,1
8,peaceful,I hate my regular clothes now! Y'know? I look down and-and I know that this isn't gonna be the most special day of my life.,mad,neutral,1
8,powerful,"Yeah. I mean it was kinda fun for a while, but didn't you start feeling silly?",mad,joyful,1
8,sad,I guess.,peaceful,neutral,1
8,powerful,Oh my God!,mad,neutral,1
8,powerful,Oh God.,mad,neutral,1
8,powerful,"Oh, you're such a cheater!",mad,neutral,1
8,powerful,Hello! Little ones.,mad,joyful,1
8,powerful,Hey!,mad,joyful,1
8,peaceful,Hey!,mad,joyful,1
8,peaceful,"So, is Joey gonna stop snoring?",joyful,neutral,1
8,joyful,"Yep! And! A beautiful woman agreed to go out with me. Joey wanted to ask her out, but uh, she picked me.",joyful,joyful,1
8,powerful,"Oh, how'd that happen?",peaceful,neutral,1
8,neutral,Because I'm cooler.,mad,joyful,1
8,sad,"No, seriously.",mad,joyful,1
8,peaceful,"Well she's, she's the kinda girl-Joey was unconscious.",joyful,neutral,1
8,powerful,Hey you guys! What's happening?,joyful,neutral,1
8,peaceful,Oh my God!,sad,joyful,1
8,peaceful,What is that?,sad,scared,1
8,peaceful,"Oh, they gave it to me at the sleep clinic, and it's gonna help me not to snore.",mad,joyful,1
8,peaceful,"Well, are you asleep right now, Joe? 'Cause I don't think you have to wear it unless you are!",mad,neutral,1
8,peaceful,I know I don't have too! It tastes good.,mad,mad,1
8,joyful,"Plus, you look cool.",mad,neutral,1
